gene_used1,gene_used2,gene_used3
5333,84812,5336
23236,23236,23236
5290,5286,10870
5287,5287,5287
,,
23396,8395,200576
,,
5333,84812,5336
23236,23236,23236
,,
5290,5289,10870
5287,5287,5287
5298,55361,5297
,,
5283,5277,51227
5290,5289,10870
5287,5287,5287
,,
5298,55361,5297
,,
23396,8395,8394
,,
5333,84812,5336
23236,23236,23236
,,
5320,5321,5320
5320,5319,5320
5372,5372,5373
10654,10654,10654
9807,9807,9807
51447,51447,51447
9807,9807,9807
51447,51447,51447
4860,4860,4860
55350,55350,8875
80025,53354,55229
80025,80025,80025
5464,5464,5464
,,
,,
92579,92579,92579
27068,27068,27068
,,
8611,8611,8612
210,210,210
60490,60490,60490
5096,5096,5096
34,34,34
,,
231,231,231
10327,231,10327
5236,5236,55276
79717,79717,79717
3242,3242,3242
5498,5498,5498
2618,2618,2618
9588,9588,9588
4353,4353,4353
5198,5198,5198
6818,6822,6818
,,
8974,5033,8974
58510,58510,58510
5625,5625,5625
1892,3030,3032
1962,1962,1962
5631,5634,5631
23761,23761,23761
29968,29968,29968
5723,5723,5723
9791,9791,9791
81490,81490,81490
1374,126129,1375
1376,1376,1376
10965,10005,10005
10965,10965,10965
10965,10965,10965
10965,10965,10965
5805,5805,5805
5805,5805,5805
80347,80347,80347
6303,6303,6303
8639,8639,26
4860,4860,4860
4860,4860,4860
4860,4860,4860
4860,4860,4860
4860,4860,4860
4860,4860,4860
4860,4860,4860
,,
55163,55163,55163
8566,8566,8566
316,316,316
8566,8566,8566
8566,8566,8566
57026,57026,57026
5315,5315,5315
223,224,223
217,217,217
7378,7378,7378
,,
,,
,,
,,
,,
,,
,,
,,
2950,2938,2950
,,
55312,55312,55312
64080,64080,64080
64080,64080,64080
5959,5959,5959
157506,51109,195814
5959,5959,5959
57665,51109,195814
5959,5959,5959
57665,51109,195814
5959,5959,5959
,,
8228,8228,8228
,,
,,
,,
,,
,,
,,
,,
,,
,,
50484,50484,6240
50484,50484,6240
50484,50484,6240
50484,50484,6240
54981,54981,54981
6120,6120,6120
22934,22934,22934
,,
1374,126129,1375
1376,1376,1376
6482,6484,6483
6487,6487,6487
6482,6484,6483
6482,6482,6482
6480,6480,6480
10090,10090,10090
10090,10090,10090
10090,10090,10090
9653,9653,9653
3423,3423,3423
3423,3423,3423
3423,3423,3423
,,
,,
9957,9957,9957
9956,9956,222537
9953,9955,9953
,,
,,
,,
55501,50515,50515
55501,50515,50515
55501,50515,50515
,,
,,
55501,50515,50515
411,411,411
411,411,411
411,411,411
411,411,411
411,411,411
9435,4166,9435
9435,4166,9435
9435,4166,9435
9435,4166,9435
9435,4166,9435
9469,8534,9469
9435,4166,9435
9435,4166,9435
9469,8534,9469
9469,56548,9469
9435,4166,9435
9469,56548,9469
9469,56548,9469
56548,56548,56548
56548,56548,56548
9469,56548,9469
9394,9394,9394
9435,4166,9435
9469,8534,9469
9435,4166,9435
9435,4166,9435
9435,4166,9435
9435,4166,9435
9435,4166,9435
9435,4166,9435
2720,2588,4758
2799,2799,2799
2799,2799,2799
2799,2799,2799
2799,2799,2799
2799,2799,2799
2799,2799,2799
2799,2799,2799
2799,2799,2799
2799,2799,2799
2799,2799,2799
2799,2799,2799
2799,2799,2799
2720,2588,4758
2799,2799,2799
2799,2799,2799
2720,2588,4758
2799,2799,2799
2799,2799,2799
2799,2799,2799
2720,2588,4758
2720,2588,4758
2720,2588,4758
2720,2588,4758
2720,2588,4758
2720,2588,4758
10157,10157,10157
10157,10157,10157
9060,9060,9061
1312,1312,1312
118881,118881,118881
3176,3176,3176
51268,51268,51268
1757,1757,1757
81537,81537,81537
81537,81537,81537
6652,6652,6652
10327,231,10327
6342,6342,6342
6342,6342,6342
10768,10768,23382
9060,9060,9061
51540,51540,51540
51540,51540,51540
1491,1491,1491
875,875,875
27430,27430,27430
22928,22928,22928
10993,10993,10993
10558,9517,55304
2098,2098,2098
8879,8879,8879
8879,8879,8879
129807,129807,129807
2720,2588,4758
2720,2588,4758
2720,2588,4758
2720,2588,4758
6483,6483,6483
8869,8869,8869
56848,56848,8877
4190,4190,4190
4191,4191,4191
55627,55512,55512
6609,6609,55512
6610,6610,6610
259230,259230,259230
6646,6646,6646
,,
56848,56848,8877
,,
,,
6723,6723,6723
6647,6647,6647
6649,6649,6649
6648,6648,6648
6647,6647,6647
6647,6647,6647
6697,6697,6697
6723,6611,6723
6697,6697,6697
189,189,189
6713,6713,6713
2222,2222,2222
6715,6715,6715
6715,6715,6715
3620,3620,3620
15,15,15
11185,11185,11185
6483,6483,6483
6483,6483,6483
6483,6483,6483
6487,6487,6487
10402,10402,10402
10402,10402,10402
10610,10610,10610
10610,10610,10610
10610,10610,10610
10610,10610,10610
10610,10610,10610
10610,10610,10610
10610,10610,10610
10610,10610,10610
30815,81849,81849
30815,30815,30815
6489,6489,6489
6489,6489,6489
29906,29906,29906
29906,29906,29906
29906,29906,29906
29906,29906,29906
29906,29906,29906
29906,29906,29906
1374,126129,1375
1376,1376,1376
412,412,412
412,412,412
412,412,412
412,412,412
6389,6391,6391
8801,8801,8801
8803,8803,8803
8972,8972,6476
3032,3030,3032
1891,1891,1891
,,
7299,7299,7299
6888,6888,6888
,,
,,
,,
23483,23483,23483
,,
1374,126129,1375
1376,1376,1376
1374,126129,1375
1376,1376,1376
1374,126129,1375
1376,1376,1376
5092,5092,5092
,,
79178,79178,79178
10993,113675,10993
79896,79896,79896
7173,7173,7173
7086,7086,7086
7086,7086,7086
223,223,223
7084,7084,7083
7084,7084,7084
27010,27010,27010
1890,1890,1890
,,
7298,7298,7298
55217,55217,55217
1374,126129,1375
1376,1376,1376
7167,7167,7167
7296,7296,7296
7296,7296,7296
7296,7296,7296
114112,114112,114112
80162,80162,80162
11181,11181,11181
6818,6817,6818
,,
7166,7166,7166
3620,6999,6999
4128,4129,26
,,
6818,6822,6818
1374,126129,1375
1376,1376,1376
6916,6916,6916
6818,6817,6818
7054,7054,7054
7306,7306,7306
1644,1644,1644
7299,7299,7299
7299,7299,7299
4128,4129,4128
2805,2805,2805
2806,2806,2806
10020,10020,10020
2582,2582,2582
,,
6675,6675,6675
,,
,,
2582,2582,2582
7358,7358,7358
80146,80146,80146
,,
5168,5169,5168
8704,8704,8704
7357,7357,7357
2592,2592,2592
54576,54576,54576
54575,54576,54575
54575,54577,54575
54575,54576,7367
54575,54576,54575
54575,54576,54575
54576,54577,54576
54575,54576,54575
54575,54576,54575
7363,54576,54575
54490,54490,54490
51727,51727,51727
51727,51727,51727
51727,51727,51727
51727,51727,51727
51727,51727,51727
51727,51727,51727
51727,51727,51727
51727,51727,51727
51727,51727,51727
51727,51727,51727
51727,51727,51727
51727,51727,51727
51727,51727,51727
,,
51727,51727,51727
,,
,,
7390,7390,7390
7389,7389,7389
51733,51733,51733
131669,131669,131669
1841,1841,1841
7371,83549,7371
,,
1374,126129,1375
1376,1376,1376
586,586,586
587,587,587
,,
1593,1593,1593
1593,1593,1593
11001,10998,11001
11001,10998,11001
11001,11001,11001
11001,11001,11001
7498,7498,7498
7498,7498,7498
7498,7498,7498
9942,9942,9942
,,
64132,64131,64132
51181,51181,51181
5464,5464,5464
847,847,847
3073,10724,3073
1356,1356,1356
2936,2936,2936
2936,2936,2936
,,
7296,7296,7296
956,956,953
80347,80347,80347
,,
22978,22978,22978
353,353,353
,,
,,
55902,55902,55902
8659,8659,8659
84706,84706,2875
3417,3417,3417
3418,3421,3418
3417,3417,3417
56954,56954,56954
56954,56954,56954
5167,5169,5167
55902,55902,84532
10020,10020,10020
3704,3704,3704
2643,2643,2643
2643,2643,2643
5313,5313,5313
374569,374569,374569
2687,2687,124975
2687,2687,124975
956,956,953
6821,6821,6821
956,956,953
5313,5313,5313
,,
,,
189,189,189
4967,4967,4967
5313,5313,5313
3704,3704,3704
2222,2222,2222
3945,3945,3939
7915,7915,7915
,,
956,956,953
64850,64850,64850
,,
1491,1491,1491
211,211,211
2819,2819,2819
29926,29925,29925
875,875,875
55902,79611,84532
55902,79611,84532
1719,1719,1719
,,
,,
125061,125061,125061
249,249,249
10327,231,10327
10327,231,10327
,,
,,
,,
5313,5313,5313
26,26,26
57571,57571,57571
3032,3030,3032
2731,2731,2731
8833,8833,8833
10965,5538,5538
51102,51102,51102
37,37,37
2180,23305,2180
48,50,50
55902,79611,84532
55902,79611,84532
,,
,,
,,
132158,132158,132158
132158,132158,132158
204,204,204
3099,3099,3099
3099,3099,3099
3099,3099,3099
3099,3099,3099
3099,3099,3099
3099,3099,3099
3099,3099,3099
3099,3099,3099
,,
1633,1633,1633
2720,2720,2720
,,
5162,5162,5162
4967,4967,4967
594,641649,594
594,641649,594
55163,55163,55163
55163,55163,55163
6476,6476,6476
93100,23475,93100
217,224,217
217,224,217
7498,7498,7498
7498,7498,7498
5860,5860,5860
5053,5053,5053
,,
6697,6697,6697
7166,7166,7166
226,226,226
5211,5213,5214
,,
3704,3704,3704
5313,5313,5313
3417,3417,3417
3418,3418,3418
3417,3417,3417
3421,3421,3421
48,50,50
1374,1374,1376
1374,1374,1376
1384,1384,1376
1384,54677,54677
,,
,,
,,
,,
,,
,,
,,
,,
,,
51166,51166,51166
4967,4967,4967
,,
3157,3157,3157
217,224,217
57571,57571,57571
,,
6241,6241,50484
6241,6241,50484
6241,6241,50484
6241,6241,50484
,,
18,18,18
956,956,953
956,956,953
7498,7498,7498
7498,7498,7498
6319,79966,6319
6319,79966,6319
1719,1719,1719
,,
211,211,211
275,275,275
10588,10588,10588
10157,10157,10157
,,
,,
8879,8879,8879
84890,84890,84890
2639,2639,2639
220,221,220
220,221,220
220,221,220
220,221,220
217,224,217
501,501,501
501,501,501
1737,1737,1737
1743,1743,1743
1743,1743,1743
,,
316,316,316
35,35,35
79017,79017,79017
55276,55276,55276
,,
10998,10998,10998
2222,2222,2222
80025,53354,55229
80025,53354,55229
,,
,,
249,249,249
80347,80347,80347
5167,5169,5167
501,501,501
4357,7263,4357
26275,26275,26275
,,
36,36,36
1629,1629,1629
5211,5211,5211
,,
60490,60490,60490
58510,58510,58510
58510,58510,58510
29920,29920,5831
29920,29920,5831
4967,4967,4967
,,
2717,2717,2717
570,570,570
570,570,570
51102,51102,51102
3032,3030,3032
,,
54677,54677,54677
51102,51102,51102
10449,30,30
2687,2687,124975
217,224,217
217,224,217
316,316,316
,,
,,
2687,2687,124975
2687,2687,124975
10998,10998,10998
10998,10998,10998
51102,51102,51102
10449,30,30
3712,3712,3712
1629,1629,1629
1892,3030,3032
1962,1962,1962
2618,2618,2618
55907,55907,55907
1962,1962,1962
594,641649,594
79717,79717,79717
80270,80270,80270
6697,6697,6697
2194,2194,2194
80025,53354,55229
80025,53354,55229
2194,2194,2194
2194,2194,2194
,,
8659,8659,8659
223,224,219
2194,2194,2194
2194,2194,2194
2194,2194,2194
2194,2194,2194
2194,2194,2194
2194,2194,2194
2194,2194,2194
30,30,30
51,8310,8310
249,249,249
2643,2643,2643
2643,2643,2643
2194,2194,2194
2194,2194,2194
1962,1962,1962
3295,3295,3295
1962,1962,1962
1962,1962,1962
3033,3030,3032
3295,3295,3295
1962,1962,1962
1962,1962,1962
3033,3030,3032
3295,3295,3295
3032,3030,3032
3033,3030,3032
1962,1962,1962
1962,1962,1962
1962,1962,1962
3033,3030,3032
1962,1962,1962
10449,30,30
3033,3030,3032
1962,1962,1962
51102,51102,51102
2720,2720,2720
128,128,128
,,
3295,3295,3295
3295,3295,3295
1109,1109,1109
1109,1109,1109
222,222,222
222,222,222
222,222,222
222,222,222
222,222,222
222,222,222
223,224,219
2194,2194,2194
2194,2194,2194
2194,2194,2194
2194,2194,2194
2194,2194,2194
2194,2194,2194
2194,2194,2194
2194,2194,2194
2194,2194,2194
2194,2194,2194
2194,2194,2194
2194,2194,2194
2194,2194,2194
7389,7389,7389
2643,2643,2643
2643,2643,2643
2643,2643,2643
2643,2643,2643
26275,26275,26275
1595,1595,1595
7264,7264,7264
1718,1718,1718
,,
8879,8879,8879
8611,8611,8612
,,
,,
55825,51102,51102
4524,4524,4524
,,
,,
570,570,570
,,
,,
51478,51478,51478
,,
1629,593,594
7371,83549,7371
6646,6646,6646
6646,6646,6646
6646,6646,6646
6646,6646,6646
6646,6646,6646
6646,6646,6646
6646,6646,6646
6646,6646,6646
3988,3988,3988
3988,3988,3988
3988,3988,3988
3988,3988,3988
3988,3988,3988
3988,3988,3988
3988,3988,3988
3988,3988,3988
3988,3988,3988
3988,3988,3988
3988,3988,3988
3988,3988,3988
3988,3988,3988
2180,23305,2180
2180,23305,2180
2180,23305,2180
2180,23305,2180
2180,23305,2180
2180,23305,2180
2180,23305,2180
2180,23305,2180
54995,54995,54995
2194,2194,2194
2194,2194,2194
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
1118,1118,1118
,,
128,128,128
1718,1718,1718
2356,2356,2356
8836,8836,8836
,,
,,
178,178,178
178,178,178
2720,2720,2720
762,377677,771
6241,6241,50484
6241,6241,50484
51,8310,8310
51,8310,8310
51,8310,8310
51,8310,8310
51,8310,8310
51,8310,8310
51,8310,8310
51,8310,8310
51,8310,8310
,,
,,
33,33,33
1962,1962,1962
1962,1962,1962
3032,3030,3032
2180,23305,2180
,,
,,
10400,10400,10400
10400,10400,10400
,,
10965,11332,11332
122970,10005,10005
10327,10327,10327
,,
,,
,,
4833,4833,4833
4830,4830,4830
,,
50484,50484,50484
,,
3033,3295,3295
3295,3295,3295
,,
60481,60481,60481
,,
,,
,,
60481,60481,60481
,,
,,
,,
,,
,,
,,
,,
,,
10965,11332,11332
122970,10005,10005
641371,641371,641371
10965,11332,11332
122970,10005,10005
641371,641371,641371
10965,11332,11332
122970,10005,10005
,,
,,
,,
64834,64834,64834
,,
,,
,,
8639,8639,8639
26,26,26
26,26,26
8639,8639,8639
26,26,26
26,26,26
8639,8639,8639
26,26,26
26,26,26
,,
9588,9588,9588
4025,4025,4025
9588,9588,9588
,,
4353,4353,4353
8639,8639,8639
26,26,26
26,26,26
8639,8639,8639
26,26,26
26,26,26
,,
5092,5092,84105
,,
,,
,,
412,412,412
412,412,412
6818,25830,6818
,,
280,280,279
,,
412,412,412
412,412,412
,,
412,412,412
412,412,412
54658,54658,54658
7363,54577,7367
54658,54658,54658
7363,54577,7367
54658,54658,54658
7363,54577,7367
54658,54658,54658
7363,54577,7367
54658,54658,54658
7363,54577,7367
54658,54658,54658
7363,54577,7367
54658,54658,54658
7363,54577,7367
,,
280,280,279
54658,54658,54658
7363,54577,7367
54658,54658,54658
7363,54577,7367
,,
280,280,279
59272,59272,59272
59272,59272,59272
59272,59272,59272
59272,59272,59272
59272,59272,59272
59272,59272,59272
,,
280,280,279
,,
280,280,279
9588,9588,9588
4025,4025,4025
9588,9588,9588
4353,4353,4353
,,
57486,57486,57486
,,
,,
,,
,,
1545,1545,5447
1586,1586,1586
412,412,412
412,412,412
412,412,412
412,412,412
412,412,412
412,412,412
412,412,412
412,412,412
,,
1545,1545,5447
1586,1586,1586
412,412,412
412,412,412
412,412,412
412,412,412
883,883,883
51166,56267,56267
,,
,,
,,
,,
,,
,,
,,
,,
,,
1591,1591,1591
,,
1591,1591,1591
,,
1591,1591,1591
,,
1591,1591,1591
,,
23396,8395,8394
,,
,,
,,
,,
,,
,,
,,
2180,23305,2180
2180,23305,2180
33,33,33
,,
33,33,33
,,
33,33,33
,,
,,
1892,3032,3030
1962,1962,1962
1892,3032,3030
1962,1962,1962
1892,3032,3030
1962,1962,1962
1892,3032,3030
1962,1962,1962
,,
3033,3030,3032
3295,3295,3295
,,
3033,3030,3032
3295,3295,3295
,,
3033,3030,3032
3295,3295,3295
,,
7084,7084,7084
3030,3032,3030
30,30,30
3030,3032,3030
30,30,30
3030,3032,3030
30,30,30
3030,3032,3030
30,30,30
,,
196743,196743,196743
,,
196743,196743,196743
,,
196743,196743,196743
10455,10455,10455
3295,3295,3295
,,
,,
51302,5447,51302
,,
,,
9420,5447,9420
,,
,,
,,
,,
,,
,,
,,
1576,1576,1576
,,
4257,4257,373156
4257,4257,4257
373156,373156,373156
,,
,,
7263,7263,7263
,,
,,
,,
,,
,,
5092,5092,84105
,,
137872,137872,137872
,,
3283,3284,3284
80270,80270,80270
,,
,,
1593,1593,1593
,,
1551,1551,1551
,,
1593,1593,1593
,,
,,
1551,1551,1551
,,
,,
1551,1551,1551
,,
1551,1551,1551
,,
4257,4257,373156
4257,4257,4257
373156,373156,373156
,,
4257,4257,373156
4257,4257,4257
373156,373156,373156
,,
4257,4257,373156
4257,4257,4257
373156,373156,373156
,,
4257,4257,373156
4257,4257,4257
373156,373156,373156
874,873,873
10901,10901,10901
10901,10901,10901
,,
1593,1593,1593
,,
1593,1593,1593
,,
1593,1593,1593
,,
1593,1593,1593
,,
1593,1593,1593
641371,10005,10005
10965,11332,11332
122970,10005,10005
641371,641371,641371
10965,11332,11332
122970,10005,10005
,,
6342,6342,6342
570,570,570
,,
570,570,570
570,570,570
,,
1267,1267,1267
,,
,,
,,
,,
,,
,,
1592,1592,1592
,,
1544,1544,1544
,,
1544,1544,1544
,,
,,
,,
373156,373156,373156
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
56603,56603,56603
,,
56603,56603,56603
,,
56603,56603,56603
,,
56603,56603,56603
,,
2053,2053,2053
2052,2052,2052
2053,2053,2053
,,
2053,2053,2053
2052,2052,2052
2053,2053,2053
23396,8395,8394
8396,8396,5305
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
240,240,240
,,
,,
5743,5743,5742
8611,8611,8611
8613,8613,8613
8613,8613,8613
,,
,,
,,
,,
,,
,,
,,
10249,10249,10249
,,
1581,1581,1581
10249,10249,10249
,,
,,
,,
,,
,,
,,
,,
,,
,,
54658,54658,54658
7363,54577,7367
54658,54658,54658
54658,54658,54658
7363,54577,7367
54658,54658,54658
7363,54577,7367
54658,54658,54658
7363,54577,7367
,,
,,
,,
1589,1589,1589
,,
,,
,,
1593,1593,1593
,,
,,
1577,1576,1577
,,
,,
,,
,,
,,
,,
,,
,,
1215,1215,1215
,,
1357,1357,1357
,,
1200,1200,1200
,,
1357,1357,1357
,,
,,
373156,373156,373156
7177,7177,7177
29953,29953,29953
,,
4257,4257,373156
4257,4257,4257
373156,373156,373156
,,
4257,4257,373156
4257,4257,4257
373156,373156,373156
,,
,,
,,
,,
,,
883,883,883
51166,51166,51166
,,
8260,8260,8260
,,
,,
,,
,,
4051,4051,4051
,,
4051,4051,4051
,,
,,
,,
4051,4051,4051
,,
4051,4051,4051
54658,54658,54658
7363,54577,7367
54658,54658,54658
7363,54577,7367
,,
,,
1717,1717,1717
,,
10249,10249,10249
10249,10249,10249
10249,10249,10249
,,
,,
,,
,,
4257,4257,373156
,,
59272,1636,59272
59272,1636,59272
,,
56922,64087,64087
56922,64087,64087
,,
4051,5447,4051
1576,1576,1576
,,
,,
9588,9588,9588
4025,4025,4025
9588,9588,9588
4353,4353,4353
9588,9588,9588
4025,4025,4025
9588,9588,9588
4353,4353,4353
,,
,,
,,
373156,373156,373156
,,
373156,373156,373156
,,
373156,373156,373156
,,
373156,373156,373156
,,
,,
9365,9365,9365
9365,9365,9365
2990,2990,2990
,,
,,
,,
,,
,,
54658,54658,54658
7363,54577,7367
23600,23600,23600
23600,23600,23600
,,
1593,1593,1593
,,
1593,1593,1593
,,
1593,1593,1593
,,
1551,1551,1551
,,
10998,10998,10998
,,
1582,1582,1582
570,570,570
570,570,570
570,570,570
570,570,570
95,95,95
,,
91703,91703,91703
641371,641371,641371
10965,11332,11332
122970,10005,10005
,,
,,
,,
,,
,,
,,
5092,5092,84105
,,
9331,9331,9331
,,
,,
,,
,,
,,
9331,9331,7368
,,
,,
,,
2581,2581,2581
6818,6818,6818
9514,9514,9514
6818,6818,6818
9514,9514,9514
23600,23600,23600
3293,3293,3293
,,
,,
1545,1545,5447
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
9588,9588,9588
4025,4025,4025
4353,4353,4353
,,
,,
,,
,,
3033,3030,3032
3295,3295,3295
,,
3033,3030,3032
3295,3295,3295
,,
3033,3030,3032
3295,3295,3295
2180,23305,2180
2180,23305,2180
37,37,37
51,8310,8310
37,37,37
51,8310,8310
37,37,37
51,8310,8310
3030,3032,3030
30,30,30
3030,3032,3030
30,30,30
1892,3032,3030
1962,1962,1962
1892,3032,3030
1962,1962,1962
1892,3032,3030
1962,1962,1962
,,
5315,5315,5315
,,
5298,5297,5297
5298,5297,5297
5298,5297,5297
5287,5286,5287
5287,5286,5287
23396,8395,8394
,,
8396,8396,5305
,,
1591,1591,1591
51,51,51
51,8309,8310
1962,1962,1962
3295,3295,3295
30,30,30
30,30,30
1962,1962,1962
3295,3295,3295
1962,10455,10455
1962,10455,10455
26063,26063,26063
51,8309,8310
1891,1891,1891
1891,1891,1891
26063,26063,26063
51,8309,8310
51,51,51
1962,10455,10455
1891,1891,1891
1666,1666,1666
1962,10455,10455
1962,10455,10455
1892,3032,3030
3033,3295,3295
3030,3032,3030
6818,6818,6818
874,873,873
10901,10901,10901
,,
10901,10901,10901
137872,137872,137872
,,
223,223,223
217,217,217
224,224,218
,,
51302,5447,51302
,,
4051,4051,4051
,,
4051,4051,4051
,,
,,
,,
4051,4051,4051
,,
4051,4051,4051
,,
4051,4051,4051
,,
,,
,,
240,240,240
,,
,,
,,
2053,2053,2053
,,
2052,2052,2052
2053,2053,2053
,,
2053,2053,2053
2052,2052,2052
2053,2053,2053
239,239,239
240,240,240
,,
240,240,240
,,
,,
5264,5264,5264
26061,26061,26061
,,
2180,23305,2180
,,
11001,11001,11001
,,
,,
11001,11001,11001
1962,1962,1962
3295,3295,3295
23600,23600,23600
51,8309,8310
51,8309,8310
1962,1962,1962
3295,3295,3295
51,8309,8310
30,30,30
1962,1962,1962
3295,3295,3295
9588,9588,9588
9588,9588,9588
,,
30,30,30
60481,60481,60481
60481,60481,60481
,,
,,
,,
,,
,,
60481,60481,60481
60481,60481,60481
,,
3283,3284,3284
3283,3284,3284
,,
,,
,,
,,
2180,23305,2180
,,
,,
60481,60481,60481
60481,60481,60481
,,
,,
,,
,,
,,
,,
60481,60481,60481
60481,60481,60481
,,
,,
,,
,,
,,
2180,23305,2180
7108,7108,7108
7108,7108,7108
10682,10682,10682
30,30,30
1962,1962,1962
3295,3295,3295
,,
1591,1591,1591
51,8309,8310
2180,23305,2180
,,
,,
60481,60481,60481
60481,60481,60481
,,
,,
60481,60481,60481
60481,60481,60481
,,
,,
,,
,,
,,
,,
,,
,,
3295,3295,3295
51,8309,8310
30,30,30
1962,1962,1962
,,
2180,23305,2180
60481,60481,60481
60481,60481,60481
,,
,,
,,
,,
,,
,,
60481,60481,60481
60481,60481,60481
,,
,,
,,
,,
,,
,,
,,
,,
60481,60481,60481
60481,60481,60481
,,
,,
,,
,,
,,
,,
60481,60481,60481
60481,60481,60481
,,
,,
,,
,,
3033,3295,3295
3033,3295,3295
3033,3295,3295
,,
,,
34,34,34
34,34,34
34,34,34
3030,3032,3030
3030,3032,3030
3030,3032,3030
1892,3032,3030
1892,3032,3030
1892,3032,3030
23600,23600,23600
,,
,,
412,412,412
412,412,412
412,412,412
412,412,412
412,412,412
412,412,412
60481,60481,60481
60481,60481,60481
60481,60481,60481
60481,60481,60481
60481,60481,60481
60481,60481,60481
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
7299,7299,7299
7299,7299,7299
,,
,,
,,
,,
,,
,,
,,
,,
,,
60481,60481,60481
60481,60481,60481
,,
,,
,,
,,
,,
,,
,,
51,51,51
51,8309,8310
1892,3032,3030
1962,1962,1962
,,
3033,3295,3295
3295,3295,3295
,,
1593,1593,1593
,,
2053,2053,2053
2052,2052,2052
2053,2053,2053
2052,2052,2052
54658,54658,54658
7363,54577,7367
54658,54658,54658
7363,54577,7367
54658,54658,54658
7363,54577,7367
54658,54658,54658
7363,54577,7367
,,
8898,8897,8898
,,
,,
5338,5338,5338
5337,5337,5337
5337,5337,5337
,,
51302,5447,51302
,,
9420,5447,9420
,,
9420,5447,9420
,,
9420,5447,9420
,,
5338,5338,5338
5337,5337,5337
5337,5337,5337
874,873,873
10901,10901,10901
10901,10901,10901
,,
,,
,,
,,
,,
,,
594,594,594
,,
51,8309,8310
23305,23305,23305
2180,23305,2180
2180,23305,2180
2180,23305,2180
3030,3032,3030
30,30,30
1892,3032,3030
1962,1962,1962
3028,3028,3028
3033,3295,3295
3295,3295,3295
